cod_ibge,nome_municipio,uf,populacao,ano_referencia
4119301,Pinhão,PR,30451,2025
4119400,Piraí do Sul,PR,23977,2025
4119509,Piraquara,PR,127433,2025
4119608,Pitanga,PR,34527,2025
4119657,Pitangueiras,PR,3141,2025
4119707,Planaltina do Paraná,PR,4125,2025
4119806,Planalto,PR,14722,2025
4119905,Ponta Grossa,PR,375632,2025
4119954,Pontal do Paraná,PR,33131,2025
4120002,Porecatu,PR,11271,2025
4120101,Porto Amazonas,PR,4072,2025
4120150,Porto Barreiro,PR,3057,2025
4120200,Porto Rico,PR,3370,2025
4120309,Porto Vitória,PR,3515,2025
4120333,Prado Ferreira,PR,3816,2025
4120358,Pranchita,PR,5831,2025
4120408,Presidente Castelo Branco,PR,4304,2025
4120507,Primeiro de Maio,PR,10064,2025
4120606,Prudentópolis,PR,50946,2025
4120655,Quarto Centenário,PR,4127,2025
4120705,Quatiguá,PR,8426,2025
4120804,Quatro Barras,PR,25397,2025
4120853,Quatro Pontes,PR,4672,2025
4120903,Quedas do Iguaçu,PR,31423,2025
4121000,Querência do Norte,PR,10625,2025
4121109,Quinta do Sol,PR,5052,2025
4121208,Quitandinha,PR,18882,2025
4121257,Ramilândia,PR,4279,2025
4121307,Rancho Alegre,PR,3472,2025
4121356,Rancho Alegre D'Oeste,PR,2623,2025
4121406,Realeza,PR,20097,2025
4121505,Rebouças,PR,14825,2025
4121604,Renascença,PR,6945,2025
4121703,Reserva,PR,24878,2025
4121752,Reserva do Iguaçu,PR,6493,2025
4121802,Ribeirão Claro,PR,12856,2025
4121901,Ribeirão do Pinhal,PR,13158,2025
4122008,Rio Azul,PR,14174,2025
4122107,Rio Bom,PR,3214,2025
4122156,Rio Bonito do Iguaçu,PR,14297,2025
4122172,Rio Branco do Ivaí,PR,3841,2025
4122206,Rio Branco do Sul,PR,40308,2025
4122305,Rio Negro,PR,31951,2025
4122404,Rolândia,PR,75818,2025
4122503,Roncador,PR,11339,2025
4122602,Rondon,PR,9255,2025
4122651,Rosário do Ivaí,PR,5484,2025
4122701,Sabáudia,PR,9511,2025
4122800,Salgado Filho,PR,4090,2025
4122909,Salto do Itararé,PR,5214,2025
4123006,Salto do Lontra,PR,15706,2025
4123105,Santa Amélia,PR,3358,2025
4123204,Santa Cecília do Pavão,PR,3357,2025
4123303,Santa Cruz de Monte Castelo,PR,8840,2025
4123402,Santa Fé,PR,11730,2025
4123501,Santa Helena,PR,26461,2025
4123600,Santa Inês,PR,1745,2025
4123709,Santa Isabel do Ivaí,PR,9043,2025
4123808,Santa Izabel do Oeste,PR,14462,2025
4123824,Santa Lúcia,PR,3638,2025
4123857,Santa Maria do Oeste,PR,9869,2025
4123907,Santa Mariana,PR,10941,2025
4123956,Santa Mônica,PR,3361,2025
4124004,Santana do Itararé,PR,5646,2025
4124020,Santa Tereza do Oeste,PR,13938,2025
4124053,Santa Terezinha de Itaipu,PR,25300,2025
4124103,Santo Antônio da Platina,PR,45628,2025
4124202,Santo Antônio do Caiuá,PR,2474,2025
4124301,Santo Antônio do Paraíso,PR,2088,2025
4124400,Santo Antônio do Sudoeste,PR,24980,2025
4124509,Santo Inácio,PR,6463,2025
4124608,São Carlos do Ivaí,PR,6727,2025
4124707,São Jerônimo da Serra,PR,10884,2025
4124806,São João,PR,12297,2025
4124905,São João do Caiuá,PR,5607,2025
4125001,São João do Ivaí,PR,10639,2025
4125100,São João do Triunfo,PR,13899,2025
4125209,São Jorge d'Oeste,PR,9587,2025
4125308,São Jorge do Ivaí,PR,5170,2025
4125357,São Jorge do Patrocínio,PR,6690,2025
4125407,São José da Boa Vista,PR,6023,2025
4125456,São José das Palmeiras,PR,4031,2025
4125506,São José dos Pinhais,PR,349880,2025
4125555,São Manoel do Paraná,PR,2176,2025
4125605,São Mateus do Sul,PR,43490,2025
4125704,São Miguel do Iguaçu,PR,30416,2025
4125753,São Pedro do Iguaçu,PR,5730,2025
4125803,São Pedro do Ivaí,PR,8514,2025
4125902,São Pedro do Paraná,PR,2726,2025
4126009,São Sebastião da Amoreira,PR,8063,2025
4126108,São Tomé,PR,5282,2025
4126207,Sapopema,PR,6778,2025
4126256,Sarandi,PR,128106,2025
4126272,Saudade do Iguaçu,PR,6413,2025
4126306,Sengés,PR,17256,2025
4126355,Serranópolis do Iguaçu,PR,5161,2025
4126405,Sertaneja,PR,5654,2025
4126504,Sertanópolis,PR,16210,2025
4126603,Siqueira Campos,PR,24031,2025
4126652,Sulina,PR,3498,2025
4126678,Tamarana,PR,10540,2025
4126702,Tamboara,PR,4986,2025
4126801,Tapejara,PR,16326,2025
4126900,Tapira,PR,5807,2025
4127007,Teixeira Soares,PR,9540,2025
4127106,Telêmaco Borba,PR,77479,2025
4127205,Terra Boa,PR,18168,2025
4127304,Terra Rica,PR,14961,2025
4127403,Terra Roxa,PR,18636,2025
4127502,Tibagi,PR,20374,2025
4127601,Tijucas do Sul,PR,18458,2025
4127700,Toledo,PR,160701,2025
4127809,Tomazina,PR,8523,2025
4127858,Três Barras do Paraná,PR,11157,2025
4127882,Tunas do Paraná,PR,6304,2025
4127908,Tuneiras do Oeste,PR,8067,2025
4127957,Tupãssi,PR,8208,2025
4127965,Turvo,PR,14101,2025
4128005,Ubiratã,PR,25732,2025
4128104,Umuarama,PR,123059,2025
4128203,União da Vitória,PR,56560,2025
4128302,Uniflor,PR,2106,2025
4128401,Uraí,PR,10308,2025
4128500,Wenceslau Braz,PR,19398,2025
4128534,Ventania,PR,9760,2025
4128559,Vera Cruz do Oeste,PR,8178,2025
4128609,Verê,PR,8077,2025
4128625,Alto Paraíso,PR,3067,2025
4128633,Doutor Ulysses,PR,5744,2025
4128658,Virmond,PR,3828,2025
4128708,Vitorino,PR,10549,2025
4128807,Xambrê,PR,5835,2025
4200051,Abdon Batista,SC,2629,2025
4200101,Abelardo Luz,SC,17767,2025
4200200,Agrolândia,SC,11646,2025
4200309,Agronômica,SC,6511,2025
4200408,Água Doce,SC,6587,2025
4200507,Águas de Chapecó,SC,6123,2025
4200556,Águas Frias,SC,3000,2025
4200606,Águas Mornas,SC,7193,2025
4200705,Alfredo Wagner,SC,10963,2025
4200754,Alto Bela Vista,SC,1847,2025
4200804,Anchieta,SC,5955,2025
4200903,Angelina,SC,5484,2025
4201000,Anita Garibaldi,SC,8339,2025
4201109,Anitápolis,SC,3761,2025
4201208,Antônio Carlos,SC,12464,2025
4201257,Apiúna,SC,10041,2025
4201273,Arabutã,SC,4505,2025
4201307,Araquari,SC,52079,2025
4201406,Araranguá,SC,76611,2025
4201505,Armazém,SC,9289,2025
4201604,Arroio Trinta,SC,3634,2025
4201653,Arvoredo,SC,2623,2025
4201703,Ascurra,SC,8720,2025
4201802,Atalanta,SC,3265,2025
4201901,Aurora,SC,7241,2025
4201950,Balneário Arroio do Silva,SC,17786,2025
4202008,Balneário Camboriú,SC,151674,2025
4202057,Balneário Barra do Sul,SC,16953,2025
4202073,Balneário Gaivota,SC,17986,2025
4202081,Bandeirante,SC,3265,2025
4202099,Barra Bonita,SC,1642,2025
4202107,Barra Velha,SC,52860,2025
4202131,Bela Vista do Toldo,SC,5939,2025
4202156,Belmonte,SC,2712,2025
4202206,Benedito Novo,SC,10757,2025
4202305,Biguaçu,SC,83756,2025
4202404,Blumenau,SC,385558,2025
4202438,Bocaina do Sul,SC,3639,2025
4202453,Bombinhas,SC,28738,2025
4202503,Bom Jardim da Serra,SC,3995,2025
4202537,Bom Jesus,SC,2896,2025
4202578,Bom Jesus do Oeste,SC,2240,2025
4202602,Bom Retiro,SC,8422,2025
4202701,Botuverá,SC,5705,2025
4202800,Braço do Norte,SC,35985,2025
4202859,Braço do Trombudo,SC,4256,2025
4202875,Brunópolis,SC,2433,2025
4202909,Brusque,SC,155307,2025
4203006,Caçador,SC,76298,2025
4203105,Caibi,SC,6441,2025
4203154,Calmon,SC,3519,2025
4203204,Camboriú,SC,117324,2025
4203253,Capão Alto,SC,2636,2025
4203303,Campo Alegre,SC,12886,2025
4203402,Campo Belo do Sul,SC,7324,2025
4203501,Campo Erê,SC,9864,2025
4203600,Campos Novos,SC,39049,2025
4203709,Canelinha,SC,13618,2025
4203808,Canoinhas,SC,56948,2025
4203907,Capinzal,SC,24414,2025
4203956,Capivari de Baixo,SC,25015,2025
4204004,Catanduvas,SC,11033,2025
4204103,Caxambu do Sul,SC,4752,2025
4204152,Celso Ramos,SC,2864,2025
4204178,Cerro Negro,SC,3303,2025
4204194,Chapadão do Lageado,SC,3053,2025
4204202,Chapecó,SC,282648,2025
4204251,Cocal do Sul,SC,18106,2025
4204301,Concórdia,SC,87206,2025
4204350,Cordilheira Alta,SC,5192,2025
4204400,Coronel Freitas,SC,10604,2025
4204459,Coronel Martins,SC,1993,2025
4204509,Corupá,SC,15912,2025
4204558,Correia Pinto,SC,16253,2025
4204608,Criciúma,SC,227438,2025
4204707,Cunha Porã,SC,11242,2025
4204756,Cunhataí,SC,2026,2025
4204806,Curitibanos,SC,41741,2025
4204905,Descanso,SC,8652,2025
4205001,Dionísio Cerqueira,SC,15316,2025
4205100,Dona Emma,SC,4435,2025
4205159,Doutor Pedrinho,SC,3729,2025
4205175,Entre Rios,SC,3561,2025
4205191,Ermo,SC,2354,2025
4205209,Erval Velho,SC,5137,2025
4205308,Faxinal dos Guedes,SC,11537,2025
4205357,Flor do Sertão,SC,1868,2025
4205407,Florianópolis,SC,587486,2025
4205431,Formosa do Sul,SC,2752,2025
4205456,Forquilhinha,SC,34771,2025
4205506,Fraiburgo,SC,34065,2025
4205555,Frei Rogério,SC,2437,2025
4205605,Galvão,SC,3168,2025
4205704,Garopaba,SC,34070,2025
4205803,Garuva,SC,19970,2025
4205902,Gaspar,SC,78344,2025
4206009,Governador Celso Ramos,SC,18280,2025
4206108,Grão-Pará,SC,6403,2025
4206207,Gravatal,SC,13158,2025
4206306,Guabiruba,SC,26645,2025
4206405,Guaraciaba,SC,11071,2025
4206504,Guaramirim,SC,51009,2025
4206603,Guarujá do Sul,SC,4893,2025
4206652,Guatambú,SC,9611,2025
4206702,Herval d'Oeste,SC,22222,2025
4206751,Ibiam,SC,2061,2025
4206801,Ibicaré,SC,3295,2025
4206900,Ibirama,SC,20900,2025
4207007,Içara,SC,63489,2025
4207106,Ilhota,SC,18627,2025
4207205,Imaruí,SC,12150,2025
4207304,Imbituba,SC,57256,2025
4207403,Imbuia,SC,6166,2025
4207502,Indaial,SC,77888,2025
4207577,Iomerê,SC,2967,2025
4207601,Ipira,SC,4622,2025
4207650,Iporã do Oeste,SC,9759,2025
4207684,Ipuaçu,SC,8133,2025
4207700,Ipumirim,SC,8121,2025
4207759,Iraceminha,SC,3981,2025
4207809,Irani,SC,10560,2025
4207858,Irati,SC,2098,2025
4207908,Irineópolis,SC,10427,2025
4208005,Itá,SC,7370,2025
4208104,Itaiópolis,SC,22906,2025
4208203,Itajaí,SC,294850,2025
4208302,Itapema,SC,86116,2025
4208401,Itapiranga,SC,17268,2025
4208450,Itapoá,SC,36033,2025
4208500,Ituporanga,SC,28461,2025
4208609,Jaborá,SC,4461,2025
4208708,Jacinto Machado,SC,10818,2025
4208807,Jaguaruna,SC,21570,2025
4208906,Jaraguá do Sul,SC,199519,2025
4208955,Jardinópolis,SC,1810,2025
4209003,Joaçaba,SC,31809,2025
4209102,Joinville,SC,664541,2025
4209151,José Boiteux,SC,6415,2025
4209177,Jupiá,SC,2713,2025
4209201,Lacerdópolis,SC,2302,2025
4209300,Lages,SC,172458,2025
4209409,Laguna,SC,44060,2025
4209458,Lajeado Grande,SC,1791,2025
4209508,Laurentino,SC,8605,2025
4209607,Lauro Müller,SC,14628,2025
4209706,Lebon Régis,SC,11575,2025
4209805,Leoberto Leal,SC,3379,2025
4209854,Lindóia do Sul,SC,4604,2025
4209904,Lontras,SC,13829,2025
4210001,Luiz Alves,SC,12246,2025
4210035,Luzerna,SC,5951,2025
4210050,Macieira,SC,1796,2025
4210100,Mafra,SC,57262,2025
4210209,Major Gercino,SC,3253,2025
4210308,Major Vieira,SC,7543,2025
4210407,Maracajá,SC,8344,2025
4210506,Maravilha,SC,30743,2025
4210555,Marema,SC,2218,2025
4210605,Massaranduba,SC,18122,2025
4210704,Matos Costa,SC,2789,2025
4210803,Meleiro,SC,7128,2025
4210852,Mirim Doce,SC,2554,2025
4210902,Modelo,SC,4159,2025
4211009,Mondaí,SC,10206,2025
4211058,Monte Carlo,SC,9218,2025
4211108,Monte Castelo,SC,7747,2025
4211207,Morro da Fumaça,SC,19490,2025
4211256,Morro Grande,SC,3097,2025
4211306,Navegantes,SC,96046,2025
4211405,Nova Erechim,SC,5490,2025
4211454,Nova Itaberaba,SC,4672,2025
4211504,Nova Trento,SC,14395,2025
4211603,Nova Veneza,SC,14004,2025
4211652,Novo Horizonte,SC,2661,2025
4211702,Orleans,SC,24686,2025
4211751,Otacílio Costa,SC,17873,2025
4211801,Ouro,SC,7062,2025
4211850,Ouro Verde,SC,2195,2025
4211876,Paial,SC,2007,2025
4211892,Painel,SC,2216,2025
4211900,Palhoça,SC,253469,2025
4212007,Palma Sola,SC,7696,2025
4212056,Palmeira,SC,2658,2025
4212106,Palmitos,SC,15781,2025
4212205,Papanduva,SC,19769,2025
4212239,Paraíso,SC,4394,2025
4212254,Passo de Torres,SC,14859,2025
4212270,Passos Maia,SC,3997,2025
4212304,Paulo Lopes,SC,9879,2025
4212403,Pedras Grandes,SC,4355,2025
4212502,Penha,SC,36995,2025
4212601,Peritiba,SC,3040,2025
4212650,Pescaria Brava,SC,10615,2025
4212700,Petrolândia,SC,6996,2025
4212809,Balneário Piçarras,SC,30593,2025
4212908,Pinhalzinho,SC,23897,2025
4213005,Pinheiro Preto,SC,3631,2025
4213104,Piratuba,SC,6144,2025
4213153,Planalto Alegre,SC,3081,2025
4213203,Pomerode,SC,37003,2025
4213302,Ponte Alta,SC,4390,2025
4213351,Ponte Alta do Norte,SC,3241,2025
4213401,Ponte Serrada,SC,10732,2025
4213500,Porto Belo,SC,31557,2025
4213609,Porto União,SC,33694,2025
4213708,Pouso Redondo,SC,18051,2025
4213807,Praia Grande,SC,8696,2025
4213906,Presidente Castello Branco,SC,1707,2025
4214003,Presidente Getúlio,SC,21764,2025
4214102,Presidente Nereu,SC,2347,2025
4214151,Princesa,SC,3073,2025
4214201,Quilombo,SC,11433,2025
4214300,Rancho Queimado,SC,3484,2025
4214409,Rio das Antas,SC,6399,2025
4214508,Rio do Campo,SC,6638,2025
4214607,Rio do Oeste,SC,8071,2025
4214706,Rio dos Cedros,SC,11218,2025
4214805,Rio do Sul,SC,77451,2025
4214904,Rio Fortuna,SC,5044,2025
4215000,Rio Negrinho,SC,40132,2025
4215059,Rio Rufino,SC,2429,2025
4215075,Riqueza,SC,4828,2025
4215109,Rodeio,SC,13491,2025
4215208,Romelândia,SC,4684,2025
4215307,Salete,SC,7656,2025
4215356,Saltinho,SC,3604,2025
4215406,Salto Veloso,SC,4495,2025
4215455,Sangão,SC,13797,2025
4215505,Santa Cecília,SC,15749,2025
4215554,Santa Helena,SC,2476,2025
4215604,Santa Rosa de Lima,SC,2131,2025
4215653,Santa Rosa do Sul,SC,10450,2025
4215679,Santa Terezinha,SC,8015,2025
4215687,Santa Terezinha do Progresso,SC,2534,2025
4215695,Santiago do Sul,SC,1732,2025
4215703,Santo Amaro da Imperatriz,SC,30099,2025
4215752,São Bernardino,SC,2715,2025
4215802,São Bento do Sul,SC,87661,2025
4215901,São Bonifácio,SC,2982,2025
4216008,São Carlos,SC,10462,2025
4216057,São Cristóvão do Sul,SC,6489,2025
4216107,São Domingos,SC,9343,2025
4216206,São Francisco do Sul,SC,56726,2025
4216255,São João do Oeste,SC,6467,2025
4216305,São João Batista,SC,35336,2025
4216354,São João do Itaperiú,SC,4827,2025
4216404,São João do Sul,SC,9278,2025
4216503,São Joaquim,SC,26982,2025
4216602,São José,SC,295658,2025
4216701,São José do Cedro,SC,14538,2025
4216800,São José do Cerrito,SC,8706,2025
4216909,São Lourenço do Oeste,SC,26056,2025
4217006,São Ludgero,SC,14444,2025
4217105,São Martinho,SC,3520,2025
4217154,São Miguel da Boa Vista,SC,1777,2025
4217204,São Miguel do Oeste,SC,47724,2025
4217253,São Pedro de Alcântara,SC,6175,2025
4217303,Saudades,SC,10799,2025
4217402,Schroeder,SC,21710,2025
4217501,Seara,SC,19399,2025
4217550,Serra Alta,SC,3370,2025
4217600,Siderópolis,SC,14156,2025
4217709,Sombrio,SC,31722,2025
4217758,Sul Brasil,SC,2900,2025
4217808,Taió,SC,18909,2025
4217907,Tangará,SC,8144,2025
4217956,Tigrinhos,SC,2535,2025
4218004,Tijucas,SC,58695,2025
4218103,Timbé do Sul,SC,5503,2025
4218202,Timbó,SC,49768,2025
4218251,Timbó Grande,SC,7521,2025
4218301,Três Barras,SC,20525,2025
4218350,Treviso,SC,3920,2025
4218400,Treze de Maio,SC,7633,2025
4218509,Treze Tílias,SC,9531,2025
4218608,Trombudo Central,SC,7599,2025
4218707,Tubarão,SC,116725,2025
4218756,Tunápolis,SC,5081,2025
4218806,Turvo,SC,13604,2025
4218855,União do Oeste,SC,2791,2025
4218905,Urubici,SC,11064,2025
4218954,Urupema,SC,2751,2025
4219002,Urussanga,SC,21464,2025
4219101,Vargeão,SC,3726,2025
4219150,Vargem,SC,2613,2025
4219176,Vargem Bonita,SC,4597,2025
4219200,Vidal Ramos,SC,6266,2025
4219309,Videira,SC,59074,2025
4219358,Vitor Meireles,SC,5507,2025
4219408,Witmarsum,SC,4513,2025
4219507,Xanxerê,SC,54891,2025
4219606,Xavantina,SC,3583,2025
4219705,Xaxim,SC,34485,2025
4219853,Zortéa,SC,4257,2025
4220000,Balneário Rincão,SC,17697,2025
4300034,Aceguá,RS,4251,2025
4300059,Água Santa,RS,4003,2025
4300109,Agudo,RS,16341,2025
4300208,Ajuricaba,RS,6843,2025
4300307,Alecrim,RS,6219,2025
4300406,Alegrete,RS,74285,2025
4300455,Alegria,RS,3705,2025
4300471,Almirante Tamandaré do Sul,RS,2007,2025
4300505,Alpestre,RS,7235,2025
4300554,Alto Alegre,RS,1837,2025
4300570,Alto Feliz,RS,3145,2025
4300604,Alvorada,RS,194062,2025
4300638,Amaral Ferrador,RS,5384,2025
4300646,Ametista do Sul,RS,7826,2025
4300661,André da Rocha,RS,1156,2025
4300703,Anta Gorda,RS,6080,2025
4300802,Antônio Prado,RS,13332,2025
4300851,Arambaré,RS,4215,2025
4300877,Araricá,RS,8831,2025
4300901,Aratiba,RS,6618,2025
4301008,Arroio do Meio,RS,22523,2025
4301057,Arroio do Sal,RS,11418,2025
4301073,Arroio do Padre,RS,2650,2025
4301107,Arroio dos Ratos,RS,14934,2025
4301206,Arroio do Tigre,RS,12291,2025
4301305,Arroio Grande,RS,17879,2025
4301404,Arvorezinha,RS,10547,2025
4301503,Augusto Pestana,RS,7303,2025
4301552,Áurea,RS,3458,2025
4301602,Bagé,RS,121928,2025
4301636,Balneário Pinhal,RS,15413,2025
4301651,Barão,RS,6496,2025
4301701,Barão de Cotegipe,RS,7320,2025
4301750,Barão do Triunfo,RS,5972,2025
4301800,Barracão,RS,4915,2025
4301859,Barra do Guarita,RS,3231,2025
4301875,Barra do Quaraí,RS,4340,2025
4301909,Barra do Ribeiro,RS,12473,2025
4301925,Barra do Rio Azul,RS,1721,2025
4301958,Barra Funda,RS,2557,2025
4302006,Barros Cassal,RS,9425,2025
4302055,Benjamin Constant do Sul,RS,2118,2025
4302105,Bento Gonçalves,RS,127977,2025
4302154,Boa Vista das Missões,RS,1968,2025
4302204,Boa Vista do Buricá,RS,7129,2025
4302220,Boa Vista do Cadeado,RS,2269,2025
4302238,Boa Vista do Incra,RS,2314,2025
4302253,Boa Vista do Sul,RS,2815,2025
4302303,Bom Jesus,RS,11429,2025
4302352,Bom Princípio,RS,13665,2025
4302378,Bom Progresso,RS,2132,2025
4302402,Bom Retiro do Sul,RS,12587,2025
4302451,Boqueirão do Leão,RS,6202,2025
4302501,Bossoroca,RS,5978,2025
4302584,Bozano,RS,2195,2025
4302600,Braga,RS,3322,2025
4302659,Brochier,RS,5083,2025
4302709,Butiá,RS,19421,2025
4302808,Caçapava do Sul,RS,33501,2025
4302907,Cacequi,RS,11300,2025
4303004,Cachoeira do Sul,RS,82222,2025
4303103,Cachoeirinha,RS,141503,2025
4303202,Cacique Doble,RS,4692,2025
4303301,Caibaté,RS,4795,2025
4303400,Caiçara,RS,4931,2025
4303509,Camaquã,RS,63961,2025
4303558,Camargo,RS,3060,2025
4303608,Cambará do Sul,RS,6490,2025
4303673,Campestre da Serra,RS,3311,2025
4303707,Campina das Missões,RS,5999,2025
4303806,Campinas do Sul,RS,5388,2025
4303905,Campo Bom,RS,64719,2025
4304002,Campo Novo,RS,5063,2025
4304101,Campos Borges,RS,3695,2025
4304200,Candelária,RS,29775,2025
4304309,Cândido Godói,RS,6419,2025
4304358,Candiota,RS,11012,2025
4304408,Canela,RS,50715,2025
4304507,Canguçu,RS,50968,2025
4304606,Canoas,RS,359840,2025
4304614,Canudos do Vale,RS,1686,2025
4304622,Capão Bonito do Sul,RS,1769,2025
4304630,Capão da Canoa,RS,66234,2025
4304655,Capão do Cipó,RS,3187,2025
4304663,Capão do Leão,RS,27416,2025
4304671,Capivari do Sul,RS,4080,2025
4304689,Capela de Santana,RS,11424,2025
4304697,Capitão,RS,2994,2025
4304705,Carazinho,RS,63670,2025
4304713,Caraá,RS,7555,2025
4304804,Carlos Barbosa,RS,31585,2025
4304853,Carlos Gomes,RS,1384,2025
4304903,Casca,RS,9698,2025
4304952,Caseiros,RS,3064,2025
4305009,Catuípe,RS,8834,2025
4305108,Caxias do Sul,RS,479599,2025
4305116,Centenário,RS,2777,2025
4305124,Cerrito,RS,5910,2025
4305132,Cerro Branco,RS,3859,2025
4305157,Cerro Grande,RS,2428,2025
4305173,Cerro Grande do Sul,RS,9333,2025
4305207,Cerro Largo,RS,14014,2025
4305306,Chapada,RS,9751,2025
4305355,Charqueadas,RS,36110,2025
4305371,Charrua,RS,2800,2025
4305405,Chiapetta,RS,3991,2025
4305439,Chuí,RS,6409,2025
4305447,Chuvisca,RS,4682,2025
4305454,Cidreira,RS,17583,2025
4305504,Ciríaco,RS,4208,2025
4305587,Colinas,RS,2474,2025
4305603,Colorado,RS,3316,2025
4305702,Condor,RS,6538,2025
4305801,Constantina,RS,10631,2025
4305835,Coqueiro Baixo,RS,1308,2025
4305850,Coqueiros do Sul,RS,2248,2025
4305871,Coronel Barros,RS,2896,2025
4305900,Coronel Bicaco,RS,6214,2025
4305934,Coronel Pilar,RS,1637,2025
4305959,Cotiporã,RS,3926,2025
4305975,Coxilha,RS,2718,2025
4306007,Crissiumal,RS,13116,2025
4306056,Cristal,RS,7455,2025
4306072,Cristal do Sul,RS,2745,2025
4306106,Cruz Alta,RS,60454,2025
4306130,Cruzaltense,RS,1650,2025
4306205,Cruzeiro do Sul,RS,12574,2025
4306304,David Canabarro,RS,4400,2025
4306320,Derrubadas,RS,2793,2025
4306353,Dezesseis de Novembro,RS,2540,2025
4306379,Dilermando de Aguiar,RS,2856,2025
4306403,Dois Irmãos,RS,31804,2025
4306429,Dois Irmãos das Missões,RS,2132,2025
4306452,Dois Lajeados,RS,3156,2025
4306502,Dom Feliciano,RS,13280,2025
4306551,Dom Pedro de Alcântara,RS,2617,2025
4306601,Dom Pedrito,RS,38080,2025
4306700,Dona Francisca,RS,3133,2025
4306734,Doutor Maurício Cardoso,RS,4534,2025
4306759,Doutor Ricardo,RS,1924,2025
4306767,Eldorado do Sul,RS,41012,2025
4306809,Encantado,RS,23520,2025
4306908,Encruzilhada do Sul,RS,24275,2025
4306924,Engenho Velho,RS,1315,2025
4306932,Entre-Ijuís,RS,9367,2025
4306957,Entre Rios do Sul,RS,2727,2025
4306973,Erebango,RS,3122,2025
4307005,Erechim,RS,109609,2025
4307054,Ernestina,RS,3097,2025
4307104,Herval,RS,6302,2025
4307203,Erval Grande,RS,5027,2025
4307302,Erval Seco,RS,6892,2025
4307401,Esmeralda,RS,3264,2025
4307450,Esperança do Sul,RS,3293,2025
4307500,Espumoso,RS,15478,2025
4307559,Estação,RS,5685,2025
4307609,Estância Velha,RS,49499,2025
4307708,Esteio,RS,78144,2025
4307807,Estrela,RS,33263,2025
4307815,Estrela Velha,RS,3115,2025
4307831,Eugênio de Castro,RS,2683,2025
4307864,Fagundes Varela,RS,2620,2025
4307906,Farroupilha,RS,72552,2025
4308003,Faxinal do Soturno,RS,6846,2025
4308052,Faxinalzinho,RS,2572,2025
4308078,Fazenda Vilanova,RS,4405,2025
4308102,Feliz,RS,13994,2025
4308201,Flores da Cunha,RS,32015,2025
4308250,Floriano Peixoto,RS,1690,2025
4308300,Fontoura Xavier,RS,9710,2025
4308409,Formigueiro,RS,6527,2025
4308433,Forquetinha,RS,2441,2025
4308458,Fortaleza dos Valos,RS,4569,2025
4308508,Frederico Westphalen,RS,33726,2025
4308607,Garibaldi,RS,35563,2025
4308656,Garruchos,RS,2724,2025
4308706,Gaurama,RS,5779,2025
4308805,General Câmara,RS,7743,2025
4308854,Gentil,RS,1784,2025
4308904,Getúlio Vargas,RS,16955,2025
4309001,Giruá,RS,16273,2025
4309050,Glorinha,RS,7851,2025
4309100,Gramado,RS,41705,2025
4309126,Gramado dos Loureiros,RS,2047,2025
4309159,Gramado Xavier,RS,3350,2025
4309209,Gravataí,RS,275430,2025
4309258,Guabiju,RS,1441,2025
4309308,Guaíba,RS,95946,2025
4309407,Guaporé,RS,26168,2025
4309506,Guarani das Missões,RS,7547,2025
4309555,Harmonia,RS,5535,2025
4309571,Herveiras,RS,2604,2025
4309605,Horizontina,RS,19252,2025
4309654,Hulha Negra,RS,6102,2025
4309704,Humaitá,RS,4772,2025
4309753,Ibarama,RS,3787,2025
4309803,Ibiaçá,RS,4617,2025
4309902,Ibiraiaras,RS,6827,2025
4309951,Ibirapuitã,RS,3789,2025
4310009,Ibirubá,RS,22106,2025
4310108,Igrejinha,RS,34776,2025
4310207,Ijuí,RS,87848,2025
4310306,Ilópolis,RS,4245,2025
4310330,Imbé,RS,28027,2025
4310363,Imigrante,RS,3149,2025
4310405,Independência,RS,6557,2025
4310413,Inhacorá,RS,2047,2025
4310439,Ipê,RS,5490,2025
4310462,Ipiranga do Sul,RS,1748,2025
4310504,Iraí,RS,7619,2025
4310538,Itaara,RS,5712,2025
4310553,Itacurubi,RS,3038,2025
4310579,Itapuca,RS,1963,2025
4310603,Itaqui,RS,36811,2025
4310652,Itati,RS,2696,2025
4310702,Itatiba do Sul,RS,3240,2025
4310751,Ivorá,RS,1962,2025
4310801,Ivoti,RS,23566,2025
4310850,Jaboticaba,RS,3847,2025
4310876,Jacuizinho,RS,2066,2025
4310900,Jacutinga,RS,3398,2025
4311007,Jaguarão,RS,27396,2025
4311106,Jaguari,RS,10771,2025
4311122,Jaquirana,RS,3751,2025
4311130,Jari,RS,3412,2025
4311155,Jóia,RS,7294,2025
4311205,Júlio de Castilhos,RS,18545,2025
4311239,Lagoa Bonita do Sul,RS,2283,2025
4311254,Lagoão,RS,5421,2025
4311270,Lagoa dos Três Cantos,RS,1781,2025
4311304,Lagoa Vermelha,RS,28622,2025
4311403,Lajeado,RS,96879,2025
4311429,Lajeado do Bugre,RS,2661,2025
4311502,Lavras do Sul,RS,7290,2025
4311601,Liberato Salzano,RS,4845,2025
4311627,Lindolfo Collor,RS,6420,2025
4311643,Linha Nova,RS,1721,2025
4311700,Machadinho,RS,5867,2025
4311718,Maçambará,RS,4485,2025
4311734,Mampituba,RS,3203,2025
4311759,Manoel Viana,RS,6915,2025
4311775,Maquiné,RS,7593,2025
4311791,Maratá,RS,2521,2025
4311809,Marau,RS,46748,2025
